frame,cpu_usage,memory_usage,fps,blink_total,voice_detected,lip_open_count,gaze_direction,iris_gaze_direction,suspicious
84,14.3,85.3,52.23617908960708,1,0,0,0,1,0
85,15.4,85.3,57.18283821183656,1,0,0,0,1,0
86,14.8,85.3,53.9835255354201,1,0,0,0,1,0
87,20.8,85.3,60.31324954703632,1,0,0,0,1,0
88,16.7,85.3,58.97668663348238,1,0,0,0,1,0
89,17.9,85.3,51.08774665042631,1,0,0,0,1,0
90,0.0,85.3,50.71771121778982,1,0,0,0,1,0
91,0.0,85.3,51.85899924578692,1,0,0,0,1,0
92,0.0,85.3,62.94445861784347,1,0,0,0,1,0
93,0.0,85.3,50.54596288262232,1,0,0,0,1,0
94,0.0,85.3,56.09908247064173,1,0,0,0,1,0
95,0.0,85.3,57.90678153302408,1,0,0,0,1,0
96,0.0,85.3,52.81035481352774,1,0,0,0,1,0
97,0.0,85.3,55.07805441748083,1,0,0,0,1,0
98,0.0,85.3,52.01076348846149,1,0,0,0,1,0
99,0.0,85.3,57.679827275602676,1,0,0,0,1,0
100,0.0,85.3,51.37685881574757,1,0,0,0,1,0
101,0.0,85.3,59.22736066198794,1,0,0,0,1,0
102,0.0,85.3,53.80969120043106,1,0,0,0,1,0
103,0.0,85.3,54.17667497642697,1,0,0,0,1,0
104,0.0,85.3,56.953777632936834,1,0,0,0,1,0
105,0.0,85.3,55.60819876435181,1,0,0,0,1,0
106,0.0,85.3,53.63080031199253,1,0,0,0,1,0
107,0.0,85.3,55.15627794434801,1,0,0,0,1,0
108,0.0,85.3,62.5073247790644,1,0,0,0,1,0
109,0.0,85.3,47.93873795617935,1,0,0,0,1,0
110,13.7,84.8,56.898921522078275,1,0,0,0,1,0
111,13.8,84.8,54.87269254418671,1,0,0,0,1,0
112,7.3,84.8,23.8395352934824,1,0,0,0,1,0
113,11.8,84.8,35.09760342750033,1,0,0,0,1,0
114,15.4,84.7,56.928267980509524,1,0,0,0,1,0
115,11.5,84.9,59.291829233813964,1,0,0,0,1,0
116,14.3,84.9,53.00188285840652,1,0,0,0,1,0
117,0.0,84.9,51.34792615444885,1,0,0,0,1,0
118,0.0,84.9,55.49929870061132,1,0,0,0,1,0
119,0.0,84.9,53.44083582850226,1,0,0,0,1,0
120,0.0,84.9,53.94325693854979,1,0,0,0,1,0
121,0.0,84.9,58.0052828831819,1,0,0,0,1,0
122,0.0,84.9,54.192074628215565,1,0,0,0,1,0
123,0.0,84.9,53.74901005958865,1,0,0,0,1,0
124,0.0,84.9,55.3126640203616,1,0,0,0,1,0
125,0.0,84.9,54.897111369972386,1,0,0,0,1,0
126,0.0,84.9,54.16268288588437,1,0,0,0,1,0
127,0.0,84.9,54.12074994516058,1,0,0,0,1,0
128,0.0,84.9,57.863642634439756,1,0,0,0,1,0
129,0.0,84.9,52.09668364178363,1,0,0,0,1,0
130,0.0,84.9,57.113537950379914,1,0,0,0,1,0
131,0.0,84.9,55.2361787868412,1,0,0,0,1,0
132,0.0,84.9,51.634277554135735,1,0,0,0,1,0
133,0.0,84.9,57.726664648077296,1,0,0,0,1,0
134,0.0,84.9,54.82177027238981,2,0,0,0,1,0
135,0.0,84.9,53.51379213554824,2,0,0,0,1,0
136,0.0,84.9,55.4017990410398,2,0,0,0,1,0
137,0.0,84.9,56.7572497598073,2,0,0,0,1,0
138,0.0,84.9,52.16212115559203,2,0,0,0,1,0
139,0.0,84.9,56.794908598510496,2,0,0,0,1,0
140,12.1,84.9,54.559342317498306,2,0,0,0,1,0
141,20.0,84.9,56.01292717778876,2,0,0,0,1,0
142,12.5,85.0,65.20184056709364,2,0,0,0,1,0
143,14.3,85.0,50.11056020836071,2,0,0,0,1,0
144,13.0,85.0,23.738879927554688,2,0,0,0,1,0
145,6.1,85.0,35.181801405827976,2,0,0,0,1,0
146,17.2,85.0,54.41000428087745,2,0,0,0,1,0
147,12.5,85.0,55.239088634268406,2,0,0,0,1,0
148,11.5,85.0,53.54453423206056,2,0,0,0,1,0
149,14.3,85.0,56.16067698569975,2,0,0,0,1,0
150,0.0,85.0,54.96689644326789,2,0,0,0,1,0
151,0.0,85.0,57.20545553737043,2,0,0,0,1,0
152,0.0,85.0,49.17812587937342,2,0,0,0,1,0
153,0.0,85.0,58.04782993799823,2,0,0,0,1,0
154,0.0,85.0,52.631431009386134,2,0,0,0,1,0
155,0.0,85.0,55.546338233346574,2,0,0,0,1,0
156,0.0,85.0,56.54453536810602,2,0,0,0,1,0
157,0.0,85.0,55.202737562516454,2,0,0,0,1,0
158,0.0,85.0,54.794554908159796,2,0,0,0,1,0
159,0.0,85.0,53.50491765636362,2,0,0,0,1,0
160,0.0,85.0,54.32473318827065,2,0,0,0,1,0
161,0.0,85.0,52.09215445185489,2,0,0,0,1,0
162,0.0,85.0,67.88877019196529,2,0,0,0,1,0
163,0.0,85.0,51.899425856266085,2,0,0,0,1,0
164,0.0,85.0,50.862242918121844,2,0,0,0,1,0
165,0.0,85.0,59.88868422931392,2,0,0,0,1,0
166,0.0,85.0,50.175301759716724,2,0,0,0,1,0
167,0.0,85.0,56.75417777356805,2,0,0,0,1,0
168,0.0,85.0,52.836965558942836,2,0,0,0,1,0
169,0.0,85.0,56.98395489436859,2,0,0,0,1,0
170,13.0,84.7,53.461270792173856,2,0,0,0,1,0
171,8.0,84.7,56.980084227686454,2,0,0,0,1,0
172,21.4,84.8,57.81578584622171,2,0,0,0,1,0
173,11.5,84.8,52.90694652925817,2,0,0,0,1,0
174,0.0,84.7,54.80601071475238,2,0,0,0,1,0
175,0.0,84.7,52.257656176023524,2,0,0,0,1,0
176,0.0,84.8,23.93940812191433,2,0,0,0,1,0
177,0.0,84.8,36.82670576769424,2,0,0,0,1,0
178,0.0,84.8,54.16268288588437,2,0,0,0,1,0
179,0.0,84.8,52.54834749054098,2,0,0,0,1,0
180,0.0,84.8,57.55714128883522,2,0,0,0,1,0
181,0.0,84.8,51.388189169321244,2,0,0,0,1,0
182,0.0,84.8,55.653946181200574,2,0,0,0,1,0
183,0.0,84.8,55.0925235117953,2,0,0,0,1,0
184,0.0,84.8,55.82505689909893,2,0,0,0,1,0
185,0.0,84.8,53.59927414923389,2,0,0,0,1,0
186,0.0,84.8,51.98948881947543,2,0,0,0,1,0
187,0.0,84.8,57.66396744435432,2,0,0,0,1,0
188,0.0,84.8,52.32872132047459,2,0,0,0,1,0
189,0.0,84.8,63.004025716517454,2,0,0,0,1,0
190,0.0,84.8,52.734661033997185,2,0,0,0,1,0
191,0.0,84.8,55.38936136495695,2,0,0,0,1,0
192,0.0,84.8,54.78310388965806,2,0,0,0,1,0
193,0.0,84.8,51.36364638312985,2,0,0,0,1,0
194,0.0,84.8,57.457006260359734,2,0,0,0,1,0
195,0.0,84.8,52.69490929192422,2,0,0,0,1,0
196,0.0,84.8,58.071940852324644,2,0,0,0,1,0
197,0.0,84.8,54.25025221822697,3,0,0,0,1,0
198,0.0,84.8,54.85475137977034,3,0,0,0,1,0
199,0.0,84.8,54.439665130767736,3,0,0,0,1,0
200,12.6,84.8,55.175142729353574,3,0,0,0,1,0
201,16.7,84.8,54.32684411631371,3,0,0,0,1,0
202,8.0,84.8,54.18857393865792,3,0,0,0,1,0
203,15.4,84.8,57.01183922576085,3,0,0,0,1,0
204,16.7,84.8,53.68640401402862,3,0,0,0,1,0
205,11.5,84.8,55.846612697060074,3,0,0,0,1,0
206,7.7,84.8,53.01729194053999,3,0,0,0,1,0
207,0.0,84.8,56.85033478814823,3,0,0,0,1,0
208,0.0,84.8,24.616627050503272,3,0,0,0,1,0
209,0.0,84.8,35.31539905866108,3,0,0,0,1,0
210,0.0,84.8,56.50644644132189,3,0,0,0,1,0
211,0.0,84.8,51.038635174436294,3,0,0,-1,1,1
212,0.0,84.8,54.818187758942926,4,0,0,0,1,0
213,0.0,84.8,53.115315452219946,4,0,0,0,1,0
214,0.0,84.8,57.05526913607117,4,0,0,0,1,0
215,0.0,84.8,55.08456456929724,4,0,0,0,1,0
216,0.0,84.8,55.11496563777086,4,0,0,0,1,0
217,0.0,84.8,51.72533543804262,4,0,0,0,1,0
218,0.0,84.8,57.596660349894265,4,0,0,0,1,0
219,0.0,84.8,61.995477052693815,4,0,0,0,1,0
220,0.0,84.8,48.95484202294665,4,0,0,0,1,0
221,0.0,84.8,53.51584051036683,4,0,0,0,1,0
222,0.0,84.8,53.16581105576048,4,0,0,0,1,0
223,0.0,84.8,62.96430179842075,4,0,0,0,1,0
224,0.0,84.8,52.71544020612078,4,0,0,0,1,0
225,0.0,84.8,55.34696893721464,4,0,0,0,1,0
226,0.0,84.8,55.40765399807131,4,0,0,0,1,0
227,0.0,84.8,53.04142849916536,4,0,0,0,1,0
228,0.0,84.8,52.73996579820943,4,0,0,0,1,0
229,0.0,84.8,55.53383558197731,4,0,0,0,1,0
230,13.9,84.6,59.927189598514076,4,0,0,0,1,0
231,13.3,84.6,52.61228534514118,4,0,0,1,1,1
232,8.0,84.6,58.65011046788042,4,0,0,1,1,1
233,29.6,84.6,53.18603619025881,4,0,0,1,1,1
234,29.2,84.4,58.140364009370536,4,0,0,1,1,1
235,3.8,84.4,52.43863224354566,4,0,0,1,1,1
236,21.4,84.4,54.846143787431025,4,0,0,1,1,1
237,0.0,84.4,53.908590817952806,4,0,0,1,1,1
238,0.0,84.4,58.21864416190106,4,0,0,1,1,1
239,0.0,84.4,53.157725308289926,4,0,0,1,1,1
240,0.0,84.4,24.5454619935744,4,0,0,1,1,1
241,0.0,84.4,34.285396656721296,4,0,0,1,1,1
242,0.0,84.4,55.483881209074674,4,0,0,1,1,1
243,0.0,84.4,54.16827885472227,4,0,0,1,1,1
244,0.0,84.4,56.464607845776904,4,0,0,1,1,1
245,0.0,84.4,54.96329493782024,4,0,0,1,1,1
246,0.0,84.4,55.08745846412482,4,0,0,1,1,1
247,0.0,84.4,56.03837161142063,4,0,0,1,1,1
248,0.0,84.4,55.56179045953715,4,0,0,1,1,1
249,0.0,84.4,50.13811487657642,4,0,0,1,1,1
250,0.0,84.4,60.42969110189027,4,0,0,1,1,1
251,0.0,84.4,56.325087959605725,4,0,0,1,1,1
252,0.0,84.4,53.98144120258948,4,0,0,1,1,1
253,0.0,84.4,56.29409317245359,4,0,0,1,1,1
254,0.0,84.4,52.186783790173074,4,0,0,1,1,1
255,0.0,84.4,57.49087121004441,4,0,0,1,1,1
256,0.0,84.4,51.15628735211611,4,0,0,1,1,1
257,0.0,84.4,57.117426769980796,4,0,0,1,1,1
258,0.0,84.4,57.46172920691025,4,0,0,1,1,1
259,0.0,84.4,55.36450275878455,4,0,0,1,1,1
260,12.9,84.5,52.47405887578036,4,0,0,1,1,1
261,10.7,84.5,54.16478123870034,4,0,0,1,1,1
262,21.4,84.5,56.64686736085788,4,0,0,1,1,1
263,0.0,84.5,53.78140226701544,4,0,0,1,1,1
264,0.0,84.5,57.836514065085495,4,0,0,1,1,1
265,0.0,84.4,55.512520514585205,4,0,0,1,1,1
266,0.0,84.4,51.848101265822784,4,0,0,1,1,1
267,0.0,84.5,58.73717230562402,4,0,0,1,1,1
268,0.0,84.5,51.46637871797389,4,0,0,1,1,1
269,0.0,84.5,56.7795316095844,4,0,0,1,1,1
270,0.0,84.5,57.5974512846569,4,0,0,1,1,1
271,0.0,84.5,54.085855394653706,4,0,0,1,1,1
272,0.0,84.5,24.436207710189173,4,0,0,1,1,1
273,0.0,84.5,32.4538568079295,4,0,0,1,1,1
274,0.0,84.5,58.267979939707985,4,0,0,1,1,1
275,0.0,84.5,57.438122235460064,4,0,0,1,1,1
276,0.0,84.5,51.945704944020605,4,0,0,1,1,1
277,0.0,84.5,58.41893115311225,4,0,0,1,1,1
278,0.0,84.5,55.80351773502568,4,0,0,1,1,1
279,0.0,84.5,53.56778502918301,4,0,0,1,1,1
280,0.0,84.5,58.10894984760321,4,0,0,1,1,1
281,0.0,84.5,52.10186082333358,4,0,0,1,1,1
282,0.0,84.5,57.38546996853195,4,0,0,1,1,1
283,0.0,84.5,53.28536219732195,4,0,0,1,1,1
284,0.0,84.5,54.30363292679769,4,0,0,1,1,1
285,0.0,84.5,57.36898688295879,4,0,0,1,1,1
286,0.0,84.5,54.47997090455655,4,0,0,1,1,1
287,0.0,84.5,54.557922942844506,4,0,0,1,1,1
288,0.0,84.5,52.30914283576319,4,0,0,1,1,1
289,0.0,84.5,59.67990893568583,4,0,0,1,1,1
290,12.6,84.2,52.700868232248986,4,0,0,1,1,1
291,20.0,84.3,59.29015295015691,4,0,0,1,1,1
292,11.1,84.2,52.915623738393215,4,0,0,1,1,1
293,14.3,84.2,55.852562053904336,4,0,0,1,1,1
294,12.0,84.3,54.271311008746956,4,0,0,1,1,1
295,8.0,84.3,51.71194318756242,4,0,0,1,1,1
296,14.8,84.3,59.64511312410233,4,0,0,1,1,1
297,8.0,84.3,52.21927017840913,4,0,0,1,1,1
298,0.0,84.3,55.531629815967165,4,0,0,1,1,1
299,0.0,84.3,56.23371364983174,4,0,0,1,1,1
300,0.0,84.3,56.309964288591146,4,0,0,1,1,1
301,0.0,84.3,50.18610828597068,4,0,0,1,1,1
302,0.0,84.3,55.00221618998911,4,0,0,1,1,1
303,0.0,84.3,59.65189936427119,4,0,0,1,1,1
304,0.0,84.3,23.573173267688436,4,0,0,1,1,1
305,0.0,84.3,35.34694634294334,4,0,0,1,1,1
306,0.0,84.3,57.663174681734446,4,0,0,1,1,1
307,0.0,84.3,54.309258060339246,4,0,0,1,1,1
308,0.0,84.3,54.171776922480824,4,0,0,1,1,1
309,0.0,84.3,54.7645061889591,4,0,0,1,1,1
310,0.0,84.3,52.148501802809896,4,0,0,1,1,1
311,0.0,84.3,58.169391859094375,4,0,0,1,1,1
312,0.0,84.3,55.782737066099216,4,0,0,1,1,1
313,0.0,84.3,54.17387598000594,5,0,0,1,1,1
314,0.0,84.3,55.65468465958096,5,0,0,1,1,1
315,0.0,84.3,53.18198993241787,5,0,0,1,1,1
316,0.0,84.3,56.08183021567343,5,0,0,1,1,1
317,0.0,84.3,53.04478253721339,5,0,0,1,1,1
318,0.0,84.3,60.23788938516997,5,0,0,1,1,1
319,0.0,84.3,52.00431478060332,5,0,0,1,1,1
320,14.3,84.4,56.59947371972201,5,0,0,1,1,1
321,11.1,84.4,55.51913378426675,5,0,0,1,1,1
322,14.3,84.4,52.083745188128646,5,0,0,1,1,1
323,8.0,84.4,57.06458415531761,5,0,0,1,1,1
324,14.8,84.4,52.023665703335276,5,0,0,1,1,1
325,8.7,84.3,59.213982183445566,5,0,0,1,1,1
326,17.9,84.3,53.22855910048479,5,0,0,1,1,1
327,10.7,84.3,55.194020423202446,5,0,0,1,1,1
328,8.7,84.3,58.91703890995927,5,0,0,1,1,1
329,10.7,84.3,51.429145975108824,5,0,0,1,1,1
330,0.0,84.3,56.334922702913246,5,0,0,1,1,1
331,0.0,84.3,53.3707945233369,5,0,0,1,1,1
332,0.0,84.3,60.126494452249204,5,0,0,1,1,1
333,0.0,84.3,51.2456656933058,5,0,0,1,1,1
334,0.0,84.3,57.05992626552573,5,0,0,1,1,1
335,0.0,84.3,54.67812121133113,5,0,0,1,1,1
336,0.0,84.3,23.567212819994158,5,0,0,1,1,1
337,0.0,84.3,32.86891784933428,5,0,0,1,1,1
338,0.0,84.3,65.85084937356737,5,0,0,1,1,1
339,0.0,84.3,54.227106416538454,5,0,0,1,1,1
340,0.0,84.3,56.088579834180265,5,0,0,1,1,1
341,0.0,84.3,55.09614197328149,5,0,0,1,1,1
342,0.0,84.3,52.194576836446444,5,0,0,1,1,1
343,0.0,84.3,58.441722749376474,5,0,0,1,1,1
344,0.0,84.3,53.347035854648134,5,0,0,1,1,1
345,0.0,84.3,54.63823356998632,5,0,0,1,1,1
346,0.0,84.3,57.9635991763519,5,0,0,1,1,1
347,0.0,84.3,52.991838281743526,5,0,0,1,1,1
348,0.0,84.3,54.06006238238857,5,0,0,1,1,1
349,14.0,84.3,55.25801011804384,5,0,0,1,1,1
350,14.8,84.3,57.94358025032465,5,0,0,1,1,1
351,7.4,84.3,50.36267140558584,5,0,0,1,1,1
352,8.3,84.3,58.89635610475321,5,0,0,1,1,1
353,23.3,84.3,55.01808880435495,5,0,0,1,1,1
354,8.0,84.3,53.89612191925163,5,0,0,1,1,1
355,8.3,84.3,56.072833250892366,5,0,0,1,1,1
356,7.1,84.3,53.3246541903987,5,0,0,1,1,1
357,18.5,84.3,55.613360028639995,5,0,0,1,1,1
358,0.0,84.3,54.851164554644484,5,0,0,1,1,1
359,0.0,84.3,54.611200083330075,5,0,0,1,1,1
360,0.0,84.3,57.822959317313924,5,0,0,1,1,1
361,0.0,84.3,55.01736712314392,5,0,0,1,1,1
362,0.0,84.3,53.78071266460655,5,0,0,1,1,1
363,0.0,84.3,54.4453184833262,5,0,0,1,1,1
364,0.0,84.3,56.584202360876894,5,0,0,1,1,1
365,0.0,84.3,52.48193796218671,5,0,0,1,1,1
366,0.0,84.3,57.87721646497123,5,0,0,1,1,1
367,0.0,84.3,57.43104392595027,5,0,0,1,1,1
368,0.0,84.3,23.82247465424701,5,0,0,1,1,1
369,0.0,84.3,31.828801687699674,5,0,0,1,1,1
370,0.0,84.3,68.11478311707293,5,0,0,1,1,1
371,0.0,84.3,52.103155279503106,5,0,0,1,1,1
372,0.0,84.3,55.95986764862845,5,0,0,1,1,1
373,0.0,84.3,56.474491375944204,5,0,0,1,1,1
374,0.0,84.3,52.57601283594063,5,0,0,1,1,1
375,0.0,84.3,57.39489312789075,5,0,0,1,1,1
376,0.0,84.3,53.939788320323046,5,0,0,1,1,1
377,0.0,84.3,57.45071020587067,5,0,0,1,1,1
378,0.0,84.3,53.14358116669201,5,0,0,1,1,1
379,14.1,84.0,57.05526913607117,5,0,0,1,1,1
380,4.3,84.0,55.08745846412482,5,0,0,1,1,1
381,0.0,84.0,55.26456288293036,5,0,0,1,1,1
382,0.0,84.0,55.68497915615624,5,0,0,1,1,1
383,0.0,84.0,52.03657432105505,6,0,0,1,1,1
384,0.0,84.0,59.79135839427504,6,0,0,1,1,1
385,0.0,84.0,52.82631804327565,6,0,0,1,1,1
386,0.0,84.0,56.465367994507346,6,0,0,1,1,1
387,0.0,84.0,55.90318281175028,6,0,0,1,1,1
388,0.0,84.0,54.90070420691641,6,0,0,1,1,1
389,0.0,84.0,53.25086015362153,6,0,0,1,1,1
390,0.0,84.0,54.9661761044203,6,0,0,1,1,1
391,0.0,84.0,56.797984995802075,6,0,0,1,1,1
392,0.0,84.0,51.67371779866698,6,0,0,1,1,1
393,0.0,84.0,59.1947612058259,6,0,0,1,1,1
394,0.0,84.0,54.039863428461,6,0,0,1,1,1
395,0.0,84.0,55.59640518544047,6,0,0,1,1,1
396,0.0,84.0,55.96285424561029,6,0,0,1,1,1
397,0.0,84.0,51.98626690298831,6,0,0,1,1,1
398,0.0,84.0,58.88230008984726,6,0,0,1,1,1
399,0.0,84.0,52.499674560656885,6,0,0,1,1,1
400,0.0,84.0,55.95688137040397,6,0,0,1,1,1
401,0.0,84.0,24.560266079542792,6,0,0,1,1,1
402,0.0,84.0,32.08641436975497,6,0,0,1,1,1
403,0.0,84.0,59.171378590373,6,0,0,1,1,1
404,0.0,84.0,57.34624008750342,6,0,0,1,1,1
405,0.0,84.0,55.840664607519436,6,0,0,1,1,1
406,0.0,84.0,54.23832615639265,6,0,0,1,1,1
407,0.0,84.0,55.527218809574244,6,0,0,1,1,1
408,0.0,84.0,55.33090602079046,6,0,0,1,1,1
409,12.8,84.1,53.565732676049144,6,0,0,1,1,1
410,8.3,84.1,55.71974759216207,6,0,0,1,1,1
411,17.2,84.1,56.545297670405525,6,0,0,1,1,1
412,10.3,84.1,49.81536159245579,6,0,0,1,1,1
413,0.0,84.1,59.955458352988266,6,0,0,1,1,1
414,0.0,84.1,53.04746607307727,6,0,0,1,1,1
415,0.0,84.1,56.905097209220294,6,0,0,1,1,1
416,0.0,84.1,55.20055801955701,6,0,0,1,1,1
417,0.0,84.1,53.15435697267704,6,0,0,1,1,1
418,0.0,84.1,56.16443712422502,6,0,0,1,1,1
419,0.0,84.1,53.95783000784738,6,0,0,1,1,1
420,0.0,84.1,64.4157695083931,6,0,0,1,1,1
421,0.0,84.1,49.25088654564242,6,0,0,1,1,1
422,0.0,84.1,55.57430570277719,6,0,0,1,1,1
423,0.0,84.1,55.63622857749244,6,0,0,1,1,1
424,0.0,84.1,50.63505323900814,6,0,0,1,1,1
425,0.0,84.1,59.637480449310395,6,0,0,1,1,1
426,0.0,84.1,56.91513556056124,6,0,0,1,1,1
427,0.0,84.1,51.38441182956411,6,0,0,1,1,1
428,0.0,84.1,56.573517312075964,6,0,0,1,1,1
429,0.0,84.1,53.88712019014582,6,0,0,1,1,1
430,0.0,84.1,56.63157041977776,6,0,0,1,1,1
431,0.0,84.1,53.621886985425725,6,0,0,1,1,1
432,0.0,84.1,55.22090711605556,6,0,0,1,1,1
433,0.0,84.1,23.96635582373377,6,0,0,1,1,1
434,0.0,84.1,32.747277113701486,6,0,0,1,1,1
435,0.0,84.1,61.835530001474275,6,0,0,1,1,1
436,0.0,84.1,55.572096720768464,6,0,0,1,1,1
437,0.0,84.1,52.74527162977867,6,0,0,1,1,1
438,0.0,84.1,55.86297647904957,7,0,0,1,1,1
439,12.6,83.7,54.01620111012376,7,0,0,1,1,1
440,12.0,83.7,58.30199747014915,7,0,0,1,1,1
441,13.8,83.7,51.403304083533506,7,0,0,1,1,1
442,19.2,83.7,59.634088776409705,7,0,0,1,1,1
443,8.3,83.7,53.85598356445814,7,0,0,1,1,1
444,3.8,83.7,51.67626439967967,7,0,0,1,1,1
445,0.0,83.7,59.07720044508923,7,0,0,1,1,1
446,0.0,83.7,53.42449910201378,7,0,0,1,1,1
447,0.0,83.6,55.07516151058354,7,0,0,1,1,1
448,0.0,83.7,57.18205862304022,7,0,0,1,1,1
449,0.0,83.7,54.15289272203788,7,0,0,1,1,1
450,0.0,83.7,53.774507038642014,7,0,0,1,1,1
451,0.0,83.7,56.1509029813781,0,0,0,1,1,1
452,0.0,83.7,56.70890457261837,0,0,0,1,1,1
453,0.0,83.7,51.185004393244164,0,0,0,1,1,1
454,0.0,83.7,58.93690807408032,0,0,0,1,1,1
455,0.0,83.7,54.389543026090564,0,0,0,1,1,1
456,0.0,83.7,54.15079529022929,0,0,0,1,1,1
457,0.0,83.7,56.73728779168076,0,0,0,1,1,1
458,0.0,83.7,53.11195248888833,0,0,0,1,1,1
459,0.0,83.7,54.13541908670849,0,0,0,1,1,1
460,0.0,83.7,55.950909770022946,0,0,0,1,1,1
461,0.0,83.7,54.44602523495509,0,0,0,1,1,1
